family_id,family member
15,6090495
15,3540277
15,6217607
15,9089547
15,5101083
15,2874296
15,6670070
15,3158786
15,5006922
16,8149076
16,4641275
16,2154975
16,8089908
16,2107772
16,4502760
16,2397568
16,5073439
16,9459711
16,8680150
16,3512347
16,4997695
16,1759317
16,8600301
16,8938247
16,2075291
16,5780439
16,1644634
16,7785385
16,6083023
16,1268806
16,3180378
16,5128665
16,1395631
16,3132192
16,5304842
16,5937823
16,3695138
16,2018467
16,2060527
16,9323607
16,4513013
16,7322677
16,1005176
16,3442042
16,1857007
16,3371465
16,3996247
16,6789349
16,5927749
16,4321111
16,9247957
16,5179908
16,8364273
16,6224834
16,3590089
16,2653033
16,4733244
16,5425399
16,2992662
16,7008674
16,6833469
16,4628142
16,9145156
16,1859477
16,2305950
16,8402524
16,4243438
16,9398495
16,1001492
16,4314201
16,2983080
16,6989474
16,9764355
16,5793165
16,4491041
16,9866391
16,1771014
16,9319933
16,8445608
16,1409668
16,6779202
16,5988915
16,7048365
16,9701355
16,6754034
16,4741415
16,7431921
16,3601641
16,2984692
17,1181588
17,1525383
17,1438947
17,3571933
17,6491776
17,9894506
17,9768355
17,8615518
17,9073624
17,5041115
17,4196453
17,9176944
17,1203955
17,2205635
17,1606541
17,5114955
17,7678314
17,7669562
17,1514567
17,5868323
17,7023061
17,7418573
17,9840400
17,7470974
17,9708961
17,1897395
17,9789978
17,7838849
17,3360751
17,4608640
17,4923178
17,3186074
17,6531426
17,6714289
17,1949789
17,6512445
17,4670526
17,9071253
17,9995900
17,8864505
17,9574328
17,4783595
17,8815639
17,2225629
17,6438815
17,7853344
17,6254760
17,7269917
17,6250979
17,4243888
17,2488438
17,3608767
17,6649308
17,1478008
17,8251544
17,6171644
17,1315035
17,9276521
17,2738616
17,8272649
17,1410624
17,4261694
17,5264926
17,9517957
17,8331018
17,3190685
17,1711184
17,1581128
17,7024486
17,5825161
17,6785186
17,8411353
17,6260757
17,7373078
17,7105305
17,4950756
17,6291052
17,2223855
17,5536564
17,6294422
17,7108892
17,1868687
17,8218422
17,9071535
17,2026765
17,2399078
17,4077111
17,7648748
17,3617160
17,5196074
17,5392184
17,6279007
17,8864779
17,3005078
17,8268415
17,1237547
17,3622446
17,1314612
17,5903337
17,5034217
17,9864923
17,8779153
17,4500620
17,1436505
17,1865378
17,5580256
17,9651318
17,3562029
17,4768606
17,8884770
17,4116089
17,4490457
17,6688957
17,8507235
17,6755500
17,4622856
17,5733727
17,3044903
17,1243902
17,9828668
17,9625176
17,6849107
17,9972488
17,6878219
17,8310404
17,3644755
17,3785174
17,8611279
17,7589374
17,8552114
17,3758432
17,1046509
17,7484869
17,8351148
17,6297618
17,8011504
17,9802940
17,8834248
17,4173942
17,5893252
17,4409773
17,9422988
17,4985947
17,7404195
17,4291698
17,6555125
17,1413857
17,6556935
17,8863220
17,5378604
17,5720789
17,6371499
17,7134805
17,9356353
17,1731338
17,2973464
17,9202965
17,2813848
17,6324455
17,9218441
17,5103589
17,6326307
17,8451666
17,1953886
17,4426319
17,7173143
17,6689804
17,1627196
17,7984174
17,5800539
17,1986481
17,6125867
17,2715355
17,9650568
17,3058200
17,7342638
17,9197345
17,8305898
17,3348087
17,1913260
17,2652662
17,8075369
17,2366732
17,9823722
17,8471040
17,9306264
17,2872115
17,3970080
17,2390307
17,8435904
17,4180567
17,9477761
17,4981431
17,8540383
17,6696309
17,5888749
17,4291357
17,6493103
17,2479162
17,6474668
17,4619748
17,3590031
17,3832807
17,9875731
17,8413684
17,2518802
17,3260605
17,1924441
17,6535687
17,2686663
17,8167844
17,8698559
17,9140449
17,5998203
17,3173134
17,5241822
17,9505871
17,8687031
17,7050354
17,3385322
17,9081473
17,5211376
18,7675714
18,2338079
18,9272169
18,7866911
18,3534584
18,6245698
18,1000835
18,2032660
18,7467586
18,8812253
18,5679032
18,6970661
18,8396207
18,2354823
18,2742476
18,4308763
18,4401560
18,4988287
18,1150975
18,4971039
18,4342713
18,9553016
18,3474888
18,4066356
18,7503699
18,7833312
18,2971145
18,4711258
18,9470025
18,4286174
18,3983089
18,6763653
18,4380449
18,7457964
18,7641466
18,8761248
18,2611742
18,1552298
18,5762191
18,1196150
18,6954945
18,8178377
18,4749316
18,1417891
18,8770766
18,4110035
18,3836892
18,2465406
18,9282553
18,2964501
18,2772997
18,8883365
18,9531808
18,5346458
18,2773122
18,3841580
18,2078484
18,5664588
18,6534573
18,8742597
18,6802760
18,7496560
18,7098948
18,3913891
18,9805661
18,5867956
18,9480358
18,7336439
18,9581806
18,7616145
18,4471456
18,6350905
18,6275758
18,6228055
18,7695279
18,4969453
18,2509695
18,8324720
18,8480338
18,7257899
18,4730101
18,5061855
18,3879506
18,9519878
18,6244600
18,8245800
18,3926572
18,1885332
18,6907446
18,2133552
18,3526355
18,1752496
18,4810137
18,8818201
18,8042054
18,7976469
18,1428200
18,4272991
18,8719744
18,8697061
18,7378209
18,2754530
18,1662002
18,2895458
18,7473942
18,5713807
18,3681880
18,5879895
18,6902812
18,8265552
18,7501236
18,4779438
18,5837224
18,5338153
18,7177852
18,9906900
18,5825680
18,3747173
18,8716471
18,4921816
18,3324254
18,5083512
18,8341634
18,8082911
18,7813942
18,4316844
18,4416457
18,5199360
18,5928557
18,9367108
18,5150068
18,9036534
18,8878541
18,6706132
18,3216989
18,9730550
18,8122308
18,4981790
18,8633990
18,6085186
18,9784565
18,7362570
18,7080958
18,6904947
18,4526075
19,8335427
19,8144995
19,1693443
19,5331073
19,1747862
19,7325641
19,5528777
19,9010097
19,1967019
19,5278780
19,2796695
19,1321963
19,7369118
19,5093615
19,9340725
20,7592365
21,1654617
21,4641275
21,9660057
21,8295153
21,1473128
21,8335406
21,8023001
21,4716884
21,9133702
21,9108075
21,4035458
21,1773614
21,5378763
21,7415323
21,8502919
21,3252050
21,3244687
21,4707200
21,8067868
21,5158326
21,5973994
21,7699036
21,6685050
21,1779549
21,7455085
21,5929171
21,5534414
21,9770328
21,8217974
21,1370973
21,8597140
21,9068453
21,9796437
21,1035702
21,8363509
21,5151893
21,1603963
21,6202328
21,2242599
21,5158825
21,8743121
21,1700468
21,3096096
21,7721031
21,8417860
22,4233260
22,8767359
22,3152565
22,1791682
22,8364280
22,3252972
22,6163459
22,5662348
22,2065516
23,6979628
23,2572014
23,6929840
23,8663601
23,3407380
23,5968984
23,3489218
23,1195123
23,8296924
23,7436565
23,5382111
23,6940289
23,6976733
23,3135626
23,7750804
23,6059928
23,4834490
23,6589079
23,4543872
23,8869514
23,9692646
23,8241661
23,5264450
23,9873549
23,7281328
23,2258223
23,5148276
23,9113123
23,8452948
23,1077916
23,5183469
23,2807762
23,4748669
23,2323502
23,2605414
23,7335689
23,2706835
23,6334528
23,4126347
23,6122500
23,7840617
23,1317950
23,4546263
23,7192751
23,7238475
23,5671248
23,4962394
23,2940875
23,1420566
23,2050707
24,6821018
25,3151776
25,2338079
25,9264093
25,6126091
25,6056576
25,4871415
25,4768178
25,2610220
25,9840400
25,7470974
25,6510576
25,2255042
25,9756673
25,6334456
25,6028376
25,4736272
25,3556681
25,5681413
25,1779844
25,2984234
25,1315570
25,7062029
25,4150444
25,9373758
25,8918893
25,2704878
25,3249618
25,6145764
25,4300569
25,6258447
25,8768515
25,6969934
25,2688892
25,2865557
25,8353196
25,1788523
25,1389324
25,2771294
25,3874328
25,3633511
25,9060410
25,6683015
25,8020934
25,4124984
25,9359358
25,3803980
25,8981370
25,4052132
25,2295855
25,7163175
25,5448474
25,1464243
25,4945869
25,4737104
25,8667959
25,8495665
25,6705376
25,7234056
25,4387017
25,5607807
25,3027721
25,6893555
25,6731075
25,5734215
25,2559452
25,3205439
25,3437132
25,1775141
25,7965567
25,6789796
25,6823869
25,5073461
25,5788951
25,7536579
25,7750259
25,9038403
25,3682692
25,8942570
25,3863279
25,8976159
25,5255120
25,4011785
25,5985301
25,6650003
25,1711852
25,8378170
25,7343315
25,2332140
25,4080680
25,6271261
25,5796488
25,6603390
25,3088242
25,5721689
25,7322816
25,2607814
25,2955828
26,6151404
26,8144995
26,1693443
26,9377565
26,8545376
26,5830551
26,1502145
26,6175002
26,5333595
26,7852248
26,3100033
26,2061231
26,1481128
26,9942775
26,5905418
26,9459711
26,8680150
26,3512347
26,7326373
26,9085389
26,8122401
27,2273776
27,9644627
28,9829950
28,9153915
28,7922299
28,8636499
28,7836108
28,2289316
28,9014210
28,4057922
28,5124014
28,8297416
28,3217558
28,7599783
28,7766722
28,2784775
29,8364244
30,7119554
31,1987519
31,7554905
31,9092224
31,6336742
31,4660964
31,5945479
31,1574129
31,6103233
31,7364156
31,8327277
31,1089790
31,2710078
31,7217087
31,3385997
31,8722992
31,7586482
31,4479171
31,1334615
31,5580260
31,7800088
31,5300770
31,8848657
31,4537219
31,6758606
31,4093339
31,7740151
31,3067882
31,4593862
31,1753513
31,1089574
32,3112072
32,8772242
32,1344682
32,4618949
32,6255898
32,5410512
33,6090850
33,8767359
33,3152565
33,1791682
33,8364280
33,3252972
33,2799184
33,2198520
33,9474482
33,4641650
33,4542739
33,5873689
33,7098163
33,6135431
33,5618400
33,6765698
33,6983405
33,4679786
33,8166931
33,5919043
33,7642289
33,5022819
33,5243841
33,8304438
33,4437082
33,1954545
33,8332964
33,1088261
33,9576225
33,3825783
33,2329551
33,3611666
33,8102542
34,9071253
35,4056520
35,5979061
35,8506074
35,6052824
35,2624482
35,9309009
35,8242605
35,7346716
35,3904780
35,7548281
35,9863428
35,7896800
35,4971398
35,4570747
35,6806237
35,7834310
35,5756757
35,6400832
35,3051615
35,5995867
35,5927159
35,6337921
35,4947245
35,1585017
35,4983193
35,2160669
35,8804763
35,7003061
35,5670420
35,6223301
35,4175483
35,6583686
35,5963003
35,8890269
35,9321473
35,6798281
35,3741631
35,3866502
35,9592529
36,6279396
36,7874826
36,5569242
36,8272289
36,2622401
36,2503949
36,3821540
36,5058441
36,3427588
36,4200753
36,8786641
36,3291681
36,8784285
36,6886247
36,1090771
36,9423158
36,3593442
36,6035139
36,2209578
36,7088183
36,8945396
36,4260406
36,4925125
36,8443272
36,6950552
36,4730425
36,1084529
36,2776476
36,7577638
36,8260194
36,1253704
36,8535871
36,8610359
36,8092107
36,7548619
36,5908087
36,2356526
36,2672042
36,6361080
36,6868383
37,4180610
37,6313456
38,4168100
38,3904204
38,3020721
38,5907024
38,7888866
38,1052656
38,2169974
38,8288260
38,3730028
38,7198962
38,6145677
38,3700691
38,8608187
38,4694808
38,6648447
38,7565998
38,4153941
38,3385927
38,5884079
38,8727331
38,8636641
39,9725553
39,5037923
40,4256978
40,1684402
40,6374676
40,9357851
40,6039138
40,7542495
40,4543872
40,1980446
40,3774160
40,7793629
40,4711752
40,4030212
40,7271160
40,7635986
40,7319849
40,3272615
40,7788077
40,4857994
40,5873689
40,1993493
40,9362453
40,7038316
40,4064997
40,1535845
40,1287962
40,9721681
40,2499641
40,6191887
40,9896328
41,2779147
41,9153915
41,7922299
41,1479995
41,8873329
41,8357146
41,5790705
41,2382958
41,4650244
41,8357127
41,3650508
41,8034648
41,1169982
41,6459749
41,8822930
41,4925308
41,2381942
41,6055279
41,6616836
41,9798485
41,4561158
41,1750219
41,2144217
41,7567953
41,3985958
41,2018467
41,6609249
41,7088865
41,3900189
41,5348765
41,8369609
41,9398495
41,1001492
41,9655973
42,6658170
42,6299438
42,9755985
42,8178394
42,6777745
42,8247609
42,2924312
42,9239692
42,7405182
42,7003281
42,2881068
42,3060910
42,1324013
42,5167474
42,4673252
42,5505010
42,2628261
42,2541931
42,1985758
42,3373239
42,9636091
42,8529032
42,5260687
42,1472692
42,2402540
42,6972573
42,4304096
42,6569738
42,4682953
42,8650960
42,4262824
42,8522743
42,8823497
42,4562679
42,8400916
42,4632342
42,6925304
42,2092669
42,5099194
42,2872072
42,8726562
42,1107228
42,7110977
42,4475079
43,5625183
43,7188034
43,8803739
43,9428035
43,9559114
43,2013776
43,7947581
43,6925760
43,6480925
43,5460943
43,8309411
43,3691236
43,7158933
43,8593890
43,6814429
44,5571319
44,8203112
44,2096206
44,9018016
44,3661739
44,9518476
44,2576926
44,3270218
44,7006349
44,3020721
44,5907024
44,7888866
44,3917124
44,6437897
44,7526291
44,2204541
44,9482145
44,8879966
44,3288040
44,1779812
44,8516306
44,6520218
44,5077565
44,6030222
44,8283319
44,7234510
44,1365911
44,1071699
44,6626649
44,4987042
44,8104890
44,4574108
44,5895483
44,5750981
44,2921269
44,1304817
44,2562502
44,6509028
44,2032187
44,3184740
44,5040047
44,5225806
44,9934719
44,5403999
44,4983178
44,8372705
44,9940751
44,4173710
44,6949404
44,1795823
44,2384380
44,4041349
44,5927289
44,8865581
44,2720767
44,2596214
44,5235596
44,9735067
44,1974470
44,9180051
44,3945997
44,8858127
44,2094660
44,9939258
44,8107976
44,5417433
44,6558845
44,9246267
44,5297616
44,9521311
44,6648447
44,7565998
44,4153941
44,3578844
44,9819941
44,2991394
44,6394287
44,2379256
44,5257718
44,1649275
44,1548813
44,1348583
44,8821660
44,8723244
44,8061038
44,1681365
45,8292580
45,7874826
45,7604981
45,2714807
45,2265236
45,1480274
45,1913641
45,5483130
45,5376228
45,9175355
45,5784598
45,7453529
45,6815580
45,8555916
45,4741151
45,3673300
45,2403048
45,5746559
45,6092373
45,2651403
45,9106380
45,7588125
45,5905050
46,1416839
46,5599907
47,2238815
47,6198107
47,5581063
47,9025777
47,7966229
47,4671505
47,5852011
47,6232963
47,2862385
47,6299079
47,4982441
47,8977379
47,7892499
47,3795130
47,4811320
47,4618612
47,4269984
47,5978484
47,9188466
47,7510157
47,6676443
47,5143968
47,6079147
47,7014130
47,4833264
47,1250211
47,2381803
47,3275133
47,3585911
47,2399912
47,1078826
47,3282141
48,3970859
48,6639326
48,3484237
48,2978306
48,7750804
48,6059928
48,4834490
48,2868729
49,4166986
49,6866030
49,7374185
49,4793570
49,2815061
49,8635095
49,4660964
49,1058495
49,4954375
49,5488634
49,3721179
49,8485196
49,2818074
49,2813501
49,8376555
49,9974010
49,4761863
49,8749393
49,3996767
49,6336856
49,5625879
50,3894049
51,9770551
52,1365813
53,8849253
53,1971088
53,6754388
53,5882577
53,5467058
53,7989314
53,2395996
53,9355736
53,9832477
53,8825778
53,2203298
53,6603323
53,7901547
53,9301446
53,2354823
53,2742476
53,4308763
53,7154817
53,6962845
53,3395582
53,1988248
53,4156453
53,8010958
53,5160077
53,5385431
53,6818276
53,9796128
53,7328369
53,3760251
53,4457428
53,3570672
53,5264681
53,7773617
53,8476181
53,2681699
53,4432099
53,9851862
53,5772008
53,1286593
53,1123247
53,6821617
53,9647437
53,4505887
53,2596046
53,6414087
53,9179939
53,7342080
53,5293161
53,2531214
53,9710091
53,8625699
53,9862146
53,1632512
53,2498712
53,7421328
53,4696095
53,9511752
53,1104167
53,8667959
53,4373011
53,8121170
53,3740893
53,8530593
53,8482314
53,9200353
53,8606881
53,1585945
53,9356451
53,2919271
53,6651795
53,8681570
53,7735784
53,1481052
53,2127499
53,8755745
53,2878941
53,6709721
53,5432675
53,2620312
53,5834993
53,6326760
53,4448680
53,7425353
53,4875657
53,3629274
53,3653540
53,5049054
53,3872169
53,7886130
53,8461754
53,9488065
53,2781130
53,3711656
53,5662294
53,7507399
53,1402285
53,7579640
53,5392629
53,2932443
53,5103891
53,2824890
53,7440578
53,4579006
53,4766097
53,3110016
53,6532344
53,2788847
53,1621002
53,9155679
53,2821457
53,7593039
53,5701930
53,4844695
53,4454532
53,3176113
53,6006048
53,3268744
53,5574153
53,1524969
53,9913071
53,8689581
53,6138895
53,9293178
53,4576517
53,2400424
53,1977465
54,2880829
54,3185719
54,6004914
54,3171404
54,8465247
54,3189020
54,5570271
54,6398564
54,4039145
54,7140454
54,6755500
54,5414477
54,6460303
54,8558542
54,4911194
54,8816892
54,4640349
54,3091752
54,1103104
54,8279678
54,2805798
54,1978779
54,2929405
54,6355398
54,3547562
54,8260678
54,2865060
54,3470672
54,7947116
54,2753831
54,2305505
54,6269472
54,2803558
54,1852656
54,6996789
54,5223987
54,1354055
54,8717324
54,3047976
54,7325491
54,5266458
54,1191474
54,9298775
54,2819583
54,1888206
54,2072425
54,3691813
54,2314322
54,8934398
54,4877610
54,9024097
54,4858890
54,3708010
54,9197847
54,2943844
54,4238486
54,1086527
54,4549624
54,1857593
54,1841407
54,6187452
54,1756421
54,9239692
54,1702972
55,8637885
55,9131791
55,9294448
55,5679780
55,5750398
55,1211673
55,1480957
55,4988287
55,1150975
55,3098899
55,9507242
55,7322818
55,9596506
55,9604237
55,8805370
55,7536456
55,2992696
55,2578563
55,3108375
55,6371814
56,5805349
56,2940435
56,7765806
56,3255059
56,6871685
56,8437670
56,4553569
56,2104124
56,4535070
56,2247707
56,1016240
56,5333035
56,6143193
56,7995685
57,1611658
57,8945253
57,3406594
57,4544317
57,9297965
57,1645665
57,5020949
57,8495080
57,3695559
57,3385997
57,5433571
57,4013798
57,4074347
57,4623012
57,9157312
57,6597961
57,5780365
57,4415663
57,7507828
57,9391717
57,2735250
57,6409920
57,4429024
57,4405617
57,7637078
57,5020596
57,5068768
57,1306246
57,8672012
57,2928351
57,3408214
57,1746373
57,7359771
57,7656041
58,5532987
58,7188034
58,1712505
58,6295322
58,4307200
58,8674627
58,9956460
59,4158945
60,8053023
61,8835629
61,4720087
61,4036798
61,5946313
61,8772338
61,7654891
61,6877261
61,5593261
61,6784255
61,5159773
61,9332948
61,6658213
61,9628429
61,2584386
61,8926036
61,4630691
61,5935969
61,7074164
61,4852996
61,8510571
61,4210033
61,4083680
61,8156072
61,7346509
61,9417372
61,3055796
61,2111097
61,7440565
61,3848568
61,1352598
61,6698011
61,8336554
61,1030672
61,2864912
61,1265980
61,8134042
61,7898412
61,4468363
61,8443551
61,8585257
61,8428649
61,1235315
61,9648028
62,6980830
63,9749432
64,9359216
64,2267966
64,8935082
64,3452003
64,3877421
64,6796169
64,3676230
64,6970661
64,4073033
64,9945417
64,6983417
64,5526364
64,3902351
64,8972664
64,4403810
64,6897919
64,9618444
64,2324755
64,2915066
64,9032363
64,3132492
64,2331047
64,4468393
64,3309115
64,9930466
64,8724510
64,3529964
64,3113639
64,5568297
64,7480638
64,5760955
64,2856338
64,5041245
64,9819006
64,5606731
64,2669938
64,1845739
64,2031921
64,4746886
64,7731179
64,9615317
64,5852011
64,9875881
64,5585084
64,6266371
64,7962488
64,3570122
64,1511414
64,1676113
64,2845806
64,3167980
64,9174706
64,4843728
64,1783299
64,7167346
64,3042744
64,4924998
64,8198363
64,2234236
64,8606030
64,7028082
64,7376075
64,3501908
64,3895299
64,8401774
64,2671940
64,8335406
64,4989717
64,3946342
64,5785520
64,7091043
64,3852053
64,2612863
64,2131526
64,8592726
64,8937275
64,3321252
64,2664470
64,2883275
64,6158574
64,8543817
64,8309831
64,3788872
64,8523764
64,5335390
64,2623101
64,4331920
64,7068083
64,4533351
64,2037514
64,8523115
64,3692416
64,7020469
64,8028375
64,3881011
64,7900307
64,3667654
64,5135861
64,1214397
64,7698007
64,9507242
64,5912353
64,5068562
64,8488201
64,7608265
64,4952440
64,6012207
64,1518710
64,2993617
64,3680179
64,9340021
64,9287902
64,9014338
64,6908815
64,3082200
64,2534329
64,3153801
64,9719049
64,8983443
64,6610677
64,7461515
64,7149557
64,1029762
64,4424253
64,7158759
64,3488196
64,9794300
64,3548163
64,3486349
64,2940030
64,1394530
64,4170912
64,5515778
64,8051698
64,9688397
64,4129915
64,4646994
64,6148055
64,7055291
64,6374818
64,7549805
64,1409975
64,4905532
64,4096408
64,2634185
64,2197104
64,3283371
64,1881659
64,2007553
64,5434142
64,5571153
64,6272227
64,4878790
64,6295322
64,1708936
64,9818970
64,8749541
64,3176362
64,5698879
64,7423718
64,4613127
64,4143597
64,6707550
64,1054817
64,5261862
64,4420769
64,3458371
64,1210914
64,9578602
64,9355388
64,3085199
64,7098242
64,8990564
64,2499266
64,1918066
64,2802897
64,1902877
64,4662310
64,4459246
64,1100544
64,6578308
64,8633425
64,6623848
64,5028336
64,6738326
64,7094305
64,8555080
64,6137663
64,7633439
64,7786285
64,1022582
64,2334788
64,6765134
64,9501223
64,4270999
64,5932104
64,4541429
64,5984451
64,1515391
64,1746976
64,9582349
64,7410423
64,8562868
64,1511575
64,6793737
64,4054998
64,9535826
64,1367033
64,3583777
64,8312675
64,3278054
64,6966742
64,9908307
64,7861655
64,2486842
64,8984775
64,8302765
64,6284936
64,1001041
64,7315630
64,5998203
64,6927209
64,1868872
64,2036324
64,5216643
64,1847866
64,3948697
64,3014128
64,3808581
64,7250989
64,8615730
64,1869070
65,4426953
66,9517328
66,3354042
66,4531269
66,9780316
66,9689717
66,3530320
66,2969860
66,3873720
66,2976229
66,9182495
66,6797081
66,2683920
66,9652578
66,9088809
66,9477445
66,9912232
66,3408674
66,4084364
66,7250765
66,7516696
66,1273322
66,1973066
66,7226793
66,4215554
66,8053023
66,8856033
66,2146778
66,4411483
66,7842810
66,5898391
66,5291443
67,7180542
68,1128745
68,8203112
68,1662092
68,7342161
68,2854803
68,2075095
68,5415145
68,1046509
68,7203946
68,5889231
68,3034510
68,3602701
68,8357224
68,3912542
68,2602129
68,6636024
68,3016183
68,3359446
68,1302440
68,7860611
68,4160160
68,5071662
68,4770126
68,9510210
68,3687565
68,7800852
68,9474288
68,3466040
68,8493890
68,5313067
69,2706450
69,1971088
69,6754388
69,5882577
69,7918399
69,4506048
69,9489540
69,6605937
69,2885868
69,1253704
69,4037158
69,8855654
69,5508735
69,5944659
69,2199948
69,3094431
69,2531941
69,6185814
69,8284755
69,4004642
69,7505871
69,9276420
69,1681656
69,7329399
69,4479449
69,9876516
69,2213636
69,6677346
69,7655776
69,5054735
69,8307242
69,1710530
69,8551181
69,6550044
69,5914734
69,6811056
69,4833264
69,1250211
69,1854414
69,6620096
69,8867023
69,4262691
69,4579171
69,4015060
69,7098086
69,7027136
70,1183679
71,9469590
71,6692891
71,7967048
71,2918675
71,3404987
71,8222279
71,2552798
71,4555823
71,6253820
72,5720167
72,2216675
72,2803576
72,4572090
72,4685819
72,7484426
72,5093553
72,7331448
72,7379696
73,8208435
73,5426984
73,6920391
73,4500111
73,9339530
73,4465856
73,6255739
73,3341313
73,5116505
73,1086567
73,6997292
73,1633219
73,8766245
73,8479619
73,1704645
73,9916019
73,6456005
73,3396122
73,4052954
73,6206304
73,5838395
73,4762526
73,2386027
73,3456223
74,9018035
74,5556977
74,1525461
74,7353787
74,9949027
74,4868352
74,9777229
74,9218505
74,6998664
74,4958384
74,5346945
74,1592666
74,9889969
74,2239738
74,1623819
74,3001805
74,3274871
74,2865601
74,3416277
74,6985256
74,2129031
74,1799222
74,2957312
74,8915678
74,6536683
74,8422671
74,8151639
74,9134798
75,4030212
76,7825563
76,9736992
76,4817613
76,8295183
76,3534152
76,2305939
76,1310594
76,1305939
76,1890735
76,2291776
76,3076515
76,2599096
76,4713024
76,9778439
76,8126892
76,9050480
76,9021942
76,9787066
76,9266540
76,4833336
76,6189606
76,2044563
76,9642034
76,7840734
76,2719727
76,7959716
77,2747497
77,4023311
77,7913572
77,7084286
78,6296308
78,9251616
78,9592894
78,7433341
78,6816123
78,9672978
78,3559604
78,2223071
78,1806238
78,2284580
78,1074523
78,4397533
78,5594323
79,1082957
79,4751003
79,5706912
79,2957356
79,4758050
79,5033161
79,6380878
79,1546416
80,9782187
80,7626578
81,9034443
82,4515361
83,7317127
83,7173761
83,1968273
83,8049707
83,6884920
83,4376837
83,6079562
83,4992122
83,6626256
83,5242901
83,6310185
83,9944392
83,5551686
83,2434251
83,6237048
83,8093121
83,5227164
83,6226208
83,3177764
83,1026528
83,8447742
83,9808089
84,5497043
84,3354042
84,4531269
84,9780316
84,9689717
84,2374759
84,3968849
84,2664977
84,3068353
84,9434672
84,6185241
84,3234959
84,7951065
84,9443058
84,3506738
84,8111633
84,9445699
84,9983458
84,8197891
84,1695651
84,9122893
84,6393238
84,6782990
84,1306031
84,8665583
84,2956016
84,5882191
84,1428633
84,9813010
84,8658713
84,9248198
85,7874806
85,4570815
85,3616377
85,3835130
85,3508171
85,1287693
85,9656233
85,6872600
85,9490990
85,4141642
85,6484708
85,4355507
85,2003973
86,5424937
86,7913485
86,1710660
86,7433628
86,5008517
86,1470618
86,6059507
86,9018016
86,3661739
86,4391723
86,5189119
86,6738869
86,8065059
86,5385431
86,6818276
86,9873743
86,3051860
86,6939565
86,8991919
86,9844198
86,7547553
86,8912205
86,4671578
86,5400701
86,7170449
86,9007287
86,1848123
86,1506163
86,1119164
86,5398391
86,2543508
86,1164467
86,5204114
86,8461590
86,8785623
86,7710773
86,3266886
86,7623382
86,3028625
86,5232538
86,5660750
86,7114847
87,5926689
87,7995791
87,1280234
87,2800697
87,2921260
87,8774919
87,5884852
87,7163713
87,3493499
87,1852179
87,2952928
87,8684279
87,9605460
87,8684058
87,1913260
87,2664454
88,8724277
88,5704324
88,8993175
88,7556722
88,5578958
